"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"40722","Southeast Asia","May 19, 2015","2015","May","1","","1","","","1","","Sickness and lack of access to medicines","Indonesia, Cut Meutia Hospital","","4.718780000000, 97.931785000000","","","South-eastern Asia","4"
"40839","Sub-Saharan Africa","May 19, 2015","2015","May","1","","1","","","","","Suffocation","In back of truck, between Moyale, Ethiopia and Nairobi, Kenya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","1.860474000000, 37.772888000000","","","Eastern Africa","2"
"40350","US-Mexico Border","May 18, 2015","2015","May","1","","1","","","1","","Drowning","All American Canal, Calexico CA","Imperial County Coroner's Office","32.668685000000, -115.493137300000","Central America to US","","Uncategorized","5"
"40821","Sub-Saharan Africa","May 15, 2015","2015","May","1","","1","","","","","Starvation, Suffocation","Between Moyale, Ethiopia and Nairobi, Kenya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","1.695679000000, 37.937683000000","","","Eastern Africa","2"
"40869","Southeast Asia","May 15, 2015","2015","May","","10","10","","","","","Unknown","","BBC","5.836902800000, 115.099941100000","","http://bbc.in/1F9SIhx","South-eastern Asia","1"
"41075","Horn of Africa","May 13, 2015","2015","May","1","","1","","","","","Vehicle Accident","Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.739896500000, 25.702966000000","","","Northern Africa","2"
"40286","Europe","May 12, 2015","2015","May","1","","1","","","1","","Crushed in back of truck","Genas, France","Lyon Capitale","45.732148000000, 4.999428000000","","http://bit.ly/1HpTRGh","Western Europe","1"
"40635","US-Mexico Border","May 12, 2015","2015","May","1","","1","","","1","","Hypothermia","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40691","Central America","May 10, 2015","2015","May","1","","1","2","","1","","Shot","Los Pinos, Mexicali, Mexico","El Vigia","32.650514000000, -115.448746000000","Central America to US","http://bit.ly/1UAd5gE","Central America","1"
"40907","Southeast Asia","May 05, 2015","2015","May","2","","2","","","","","Unknown","Trafficking camps in Phang Nga province, Thailand","The Guardian","8.450141400000, 98.525531700000","","http://bbc.in/1KbWCHr, https://bit.ly/2S0sZrc","South-eastern Asia","3"
"40535","Mediterranean","May 04, 2015","2015","May","5","41","46","91","","46","","Drowning","Between Libya and Italy/Malta. Rescued by Maltese ship ","IOM Rome also see BBC","36.391620500000, 14.349836900000","Central Mediterranean","http://bbc.in/1OX7XSF","Uncategorized","4"
"40349","Mediterranean","May 02, 2015","2015","May","3","","3","31","","","","Drowning","Off the coast of Beheira’s Edku city, Egypt","Ahram Online","31.299627700000, 30.292163700000","Central Mediterranean","http://bit.ly/1brfBSA","Uncategorized","1"
"40540","Mediterranean","May 02, 2015","2015","May","10","","10","","","","","Drowning","Various - Central Med (off Libya)","BBC","31.594035217005, 18.109550500000","Central Mediterranean","http://bbc.in/1QcE8e3","Uncategorized","1"
"40290","North Africa","May 01, 2015","2015","May","6","","6","","","","","Dehydration","Sahara Desert, between Yantala, Niger and Tripoli, Libya","MHub","23.875410200000, 12.847447600000","","","Northern Africa","2"
"40661","North Africa","May 01, 2015","2015","May","2","","2","","","","","Murdered","Sahara Desert, between Niamey, Niger and Tripoli, Libya","MHub","19.789357100000, 10.763283100000","","","Northern Africa","2"
"40906","Southeast Asia","May 01, 2015","2015","May","36","","36","","","","","Unknown","Trafficking camps in Songkhla province, Thailand","The Guardian","8.540132000000, 98.661975000000","","http://bit.ly/1MMbZIc, https://bit.ly/2S0sZrc","South-eastern Asia","3"
"41066","North Africa","May 01, 2015","2015","May","1","","1","","","","","Vehicle Accident","Sahara Desert, between Agadez, Niger and Tripoli, Libya","MHub","19.075158000000, 8.024068000000","","","Northern Africa","2"
"41102","North Africa","May 01, 2015","2015","May","2","","2","","","","","Violence","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","","","Northern Africa","2"
"44606","North Africa","April 30, 2015","2015","Apr","2","","2","","","","","Shot","Misurata, Libya","MHub","32.318625356454, 15.161053695703","","","Northern Africa","2"
"40863","Europe","April 24, 2015","2015","Apr","1","","1","","","1","","Train Accident","Near Skopje, Macedonia","Free Radio Europe  - reporet based on dpa ","41.997346200000, 21.427995600000","Western Balkans","http://bit.ly/1doBmUH","Southern Europe","1"
"41035","US-Mexico Border","April 24, 2015","2015","Apr","1","","1","","1","","","Vehicle Accident","Brownsville Ship Channel, Cameron County, Texas","Brownsville Herald","25.959096300000, -97.296037800000","Central America to US","http://bit.ly/1VGcJ4Z, http://bit.ly/2kDAgcL","Northern America","1"
"40862","Europe","April 23, 2015","2015","Apr","14","","14","36","","","","Train Accident","Pcinja, Veles, Macedonia","Macedonia Information Agency","41.716456300000, 21.772296600000","Western Balkans","http://ind.pn/1EvSuCe","Southern Europe","1"
